Player,Age,Team,Pos,G,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS,Awards
Wali Jones,24,PHI,PG,81,27.8,5.2,12.1,.431,2.8,3.3,.838,3.3,3.7,3.0,13.2,
Dave Stallworth,25,NYK,SF,76,24.9,5.0,10.7,.466,3.0,4.2,.716,6.2,1.9,3.0,13.0,
Jeff Mullins,24,SFW,SG,77,23.8,5.5,11.9,.458,1.9,2.8,.701,5.0,2.9,2.5,12.9,
Rudy LaRusso,29,LAL,PF,45,28.7,4.7,11.3,.415,3.5,5.0,.696,7.8,1.7,3.3,12.8,
Erwin Mueller,22,CHI,C,80,26.7,5.3,12.0,.441,2.1,3.3,.658,6.2,1.6,2.8,12.7,
Gail Goodrich,23,LAL,SG,77,23.1,4.6,10.1,.454,3.3,4.4,.751,3.3,2.7,2.5,12.4,
Fred Hetzel,24,SFW,PF,77,27.6,4.8,12.1,.400,2.5,3.1,.810,8.3,1.4,3.0,12.2,
Tom Van Arsdale,23,DET,SG,79,27.0,4.4,11.2,.391,3.4,4.4,.784,4.3,2.4,3.1,12.2,
Luke Jackson,25,PHI,PF,81,29.3,4.8,10.9,.438,2.4,3.2,.759,8.9,1.4,3.4,12.0,
George Lee,30,SFW,,1,5.0,3.0,4.0,.750,6.0,7.0,.857,0.0,0.0,0.0,12.0,
Cazzie Russell,22,NYK,SF,77,22.0,4.5,10.2,.436,2.3,3.0,.785,3.3,2.4,2.3,11.3,
Jim King,25,SFW,SG,67,24.9,4.3,10.2,.418,2.6,3.3,.787,4.8,3.6,2.9,11.1,
Darrall Imhoff,28,LAL,C,81,33.6,4.6,9.6,.474,1.6,2.6,.614,13.3,2.7,3.5,10.7,AS
Tom Meschery,28,SFW,PF,72,25.6,4.1,9.8,.415,2.4,3.4,.717,7.6,1.3,3.7,10.6,
Archie Clark,25,LAL,SG,76,23.2,4.4,9.6,.452,1.8,2.5,.708,2.9,2.7,2.5,10.5,ROY-3
Don Kojis,28,CHI,SF,78,21.2,4.2,9.9,.426,1.7,2.8,.604,6.1,0.9,2.6,10.2,
Tom Sanders,28,BOS,SF,81,23.8,4.0,9.3,.428,2.2,2.7,.817,5.4,1.1,3.8,10.2,
Johnny Egan,28,BAL,PG,71,24.5,3.8,8.8,.428,2.6,3.1,.845,2.5,3.9,2.7,10.1,
John Tresvant,27,DET,PF,68,22.8,3.8,8.6,.438,2.4,3.4,.701,7.1,1.3,3.6,9.9,
Jack Marin,22,BAL,SF,74,17.9,3.8,8.5,.448,2.0,2.5,.775,4.2,1.0,2.7,9.6,
Joe Strawder,26,DET,C,79,27.3,3.6,8.4,.426,2.4,3.3,.718,10.0,1.0,4.4,9.5,
Connie Dierking,30,CIN,C,77,24.7,3.8,9.5,.399,1.7,2.3,.744,7.8,2.1,3.3,9.3,
Walt Hazzard,24,LAL,PG,79,20.8,3.8,8.9,.426,1.6,2.2,.729,2.9,4.1,2.6,9.3,
McCoy McLemore,24,CHI,SF,79,17.5,3.3,8.5,.385,2.7,3.4,.772,4.7,0.8,2.4,9.2,
Flynn Robinson,25,CIN,PG,76,15.0,3.6,7.9,.457,1.6,2.0,.779,1.8,1.4,2.6,8.8,
Rod Thorn,25,STL,PG,67,17.4,3.5,7.8,.445,1.9,2.6,.727,2.4,1.8,1.3,8.8,
Em Bryant,28,NYK,PG,63,25.3,3.7,9.2,.409,1.2,1.8,.649,4.3,3.5,3.7,8.7,
Jon McGlocklin,23,CIN,SF,60,19.9,3.6,8.2,.440,1.2,1.7,.712,2.7,1.6,1.4,8.5,
Ron Reed,24,DET,PF,62,20.1,3.6,9.7,.372,1.3,2.1,.594,6.8,1.3,2.3,8.5,
John Barnhill,28,BAL,PG,53,22.9,3.5,8.4,.418,1.2,1.9,.641,3.0,2.6,1.5,8.3,
Tom Hawkins,30,LAL,SF,76,23.7,3.6,7.5,.481,1.1,2.3,.474,5.7,1.1,2.7,8.3,
Johnny Green,33,BAL,PF,61,15.5,3.3,7.2,.465,1.6,3.4,.464,6.5,0.9,2.3,8.2,
Larry Costello,35,PHI,PG,49,19.9,2.7,6.0,.444,2.4,2.7,.902,2.1,2.9,2.9,7.8,
Keith Erickson,22,CHI,SF,76,19.1,3.1,8.4,.367,1.5,2.1,.736,4.5,1.6,2.6,7.7,
Jim Washington,23,CHI,PF,77,19.2,3.3,7.8,.417,1.1,2.1,.553,6.1,0.7,2.4,7.7,
Mel Counts,25,2TM,C,56,15.4,3.2,7.5,.422,1.2,1.7,.734,6.1,0.9,3.3,7.6,
Wayne Hightower,27,2TM,PF,72,18.2,2.7,7.9,.344,2.1,2.9,.729,5.6,0.9,2.6,7.5,
Jerry Chambers,23,LAL,SF,69,14.7,3.2,7.2,.452,1.0,1.3,.731,3.0,0.6,2.1,7.5,
Don Nelson,26,BOS,SF,79,15.2,2.9,6.4,.446,1.8,2.4,.742,3.7,0.8,1.8,7.5,
Al Attles,30,SFW,PG,69,25.6,3.1,6.8,.454,1.3,2.2,.583,4.7,3.9,3.8,7.4,
Barry Clemens,23,CHI,SF,60,16.4,3.1,7.4,.419,1.1,1.5,.756,3.4,0.7,2.4,7.3,
Jim Barnes,25,LAL,PF,80,17.5,2.7,6.2,.437,1.6,2.3,.684,5.6,0.6,3.3,7.0,
Clyde Lee,22,SFW,C,74,16.9,2.8,6.8,.408,1.4,2.2,.633,7.4,1.0,2.3,7.0,
Paul Silas,23,STL,PF,77,20.4,2.7,6.3,.429,1.5,2.8,.531,8.7,1.0,2.7,6.8,
Bob Love,24,CIN,PF,66,16.3,2.6,6.1,.429,1.4,2.2,.633,3.9,0.7,2.3,6.7,
Bob Ferry,29,BAL,C,51,19.4,2.6,6.2,.419,1.4,2.2,.636,5.1,1.8,1.9,6.5,
Dave Gambee,29,PHI,SF,63,12.0,2.4,5.5,.435,1.7,2.0,.856,3.1,0.7,2.3,6.5,
Gene Tormohlen,29,STL,C,63,16.4,2.7,6.4,.427,0.8,1.3,.595,5.5,1.2,2.8,6.3,
K.C. Jones,34,BOS,PG,78,31.4,2.3,5.9,.397,1.5,2.4,.630,3.1,5.0,3.5,6.2,
Ben Warley,30,BAL,SF,62,16.7,2.0,5.0,.401,2.2,2.7,.788,5.2,0.8,2.8,6.2,
Dick Snyder,22,STL,SG,55,12.3,2.6,6.1,.432,0.8,1.1,.754,1.7,1.1,1.5,6.1,
Freddie Crawford,25,NYK,SG,19,10.1,2.3,6.1,.379,1.3,2.0,.632,2.5,0.6,2.1,5.9,
Johnny Austin,22,BAL,SG,4,15.3,1.3,5.5,.227,3.3,4.0,.813,1.8,1.0,3.0,5.8,
Reggie Harding,24,DET,C,74,18.5,2.3,5.2,.449,0.9,1.4,.612,6.1,1.3,2.2,5.5,
Wayne Embry,29,BOS,C,72,10.1,2.0,5.0,.409,1.1,2.0,.569,4.1,0.6,1.9,5.2,
Walt Wesley,22,CIN,C,64,14.2,2.0,5.2,.393,0.8,1.9,.423,5.1,0.3,2.5,4.9,
Freddie Lewis,23,CIN,PG,32,10.4,1.9,4.8,.392,0.9,1.3,.707,1.4,1.3,1.5,4.7,
Len Chappell,26,2TM,PF,73,9.7,1.8,4.3,.422,0.7,1.1,.654,2.6,0.5,1.4,4.3,
Bill Melchionni,22,PHI,PG,73,9.5,1.9,4.8,.391,0.5,0.8,.650,1.3,1.3,1.0,4.3,
Bud Olsen,26,SFW,PF,40,8.7,1.9,4.2,.449,0.6,1.5,.397,2.6,0.8,1.3,4.3,
Chico Vaughn,26,DET,SG,51,13.3,1.7,4.4,.376,1.0,1.5,.676,1.3,1.5,1.1,4.3,
Gerry Ward,25,CHI,SG,76,13.7,1.5,4.0,.381,1.1,1.8,.630,2.4,1.7,2.2,4.2,
George Wilson,24,2TM,C,55,10.4,1.5,4.3,.363,1.1,1.6,.674,3.7,0.3,1.7,4.1,
Jim Barnett,22,BOS,SG,48,8.0,1.6,4.4,.370,0.9,1.3,.677,1.1,0.9,1.3,4.1,
Henry Akin,22,NYK,PF,50,9.1,1.7,4.6,.361,0.5,0.7,.703,2.4,0.5,1.6,3.8,
Joe Ellis,22,SFW,SF,41,8.1,1.6,4.0,.409,0.5,0.6,.760,2.7,0.7,1.1,3.7,
Wayne Molis,23,NYK,C,13,5.8,1.5,3.9,.373,0.5,1.0,.538,1.7,0.2,0.7,3.5,
Neil Johnson,23,NYK,PF,51,10.2,1.2,3.4,.345,1.1,1.7,.663,3.3,0.7,2.0,3.4,
Matt Guokas,22,PHI,SG,69,11.7,1.1,2.9,.389,0.7,1.2,.605,1.2,1.5,1.2,3.0,
Dave Schellhase,22,CHI,PG,31,6.8,1.3,3.6,.360,0.5,0.7,.636,0.9,0.7,0.9,3.0,
Bob Warlick,25,SFW,SG,12,5.4,1.3,4.3,.288,0.5,0.9,.545,1.7,0.8,0.3,3.0,
John Block,22,LAL,PF,22,5.4,0.9,2.4,.385,1.1,1.5,.706,2.0,0.2,0.9,2.9,
Dorie Murrey,23,DET,PF,35,8.9,0.9,2.3,.402,0.9,1.5,.593,2.9,0.3,1.6,2.8,
Toby Kimball,24,BOS,PF,38,5.8,0.9,2.6,.361,0.7,1.1,.675,3.8,0.3,1.1,2.6,
Nate Bowman,23,CHI,C,9,7.2,0.9,2.3,.381,0.7,0.9,.750,3.1,0.2,2.0,2.4,
Bob Hogsett,26,DET,PF,7,3.1,0.7,2.3,.313,0.9,0.9,1.000,0.4,0.1,0.7,2.3,
Tommy Kron,23,STL,SG,32,6.9,0.8,2.7,.310,0.4,0.6,.684,1.1,1.4,1.1,2.1,
Jim Ware,22,CIN,PF,33,6.1,0.9,2.9,.309,0.3,0.5,.588,2.1,0.2,1.1,2.1,
Bob Weiss,24,PHI,PG,6,4.8,0.8,1.7,.500,0.3,0.8,.400,0.5,1.7,1.3,2.0,
Tom Hoover,26,STL,C,17,7.6,0.8,1.8,.419,0.3,0.8,.385,2.1,0.5,2.1,1.8,
Hank Finkel,24,LAL,C,27,5.2,0.6,1.7,.362,0.3,0.4,.583,2.4,0.2,1.4,1.5,
Ron Watts,23,BOS,,27,3.3,0.4,1.6,.250,0.6,0.9,.696,1.4,0.0,0.6,1.4,
Dave Deutsch,21,NYK,,19,4.9,0.3,1.9,.167,0.5,1.1,.450,1.1,0.8,0.9,1.1,
